id,source,rating,theme,purchase_intent,barrier,user_need,behavior,sentiment,evidence
13316350534,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Suhail
The product quality and texture is superb. The fitting is really good. Overall a nice product for everyone who loves style and grace."
13286822477,app_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,"Great app!
This is such a great app! I had not explored this app that much until this month and I’ve been loving the range of products and discounts they offer. It is also so convenient to use. The only thing that I found is a bit weird is that sometimes products don’t show up in search and can be found when you start browsing the related products. Apart from that, very happy with the shopping experience they provide!"
13214212690,app_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,"Love Myntra offers
Myntra has huge connections with amazing price offerings.
The delivery and return is also quick 👍"
13168901738,app_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Delayed purchase,Positive,"Best offers
I got everything I want for best price during sale and happy with my purchases."
13088315898,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Worth for money
The fabric is really good i like the fitting of the shirt and the color is as it is as shown in the images"
13085326574,app_store,1,Other,Unknown,None,None,Purchased,Negative,"App misbehaving - Return orders
I am quite sure that I had placed return request on certain delivered items that I received. On not receiving any update for a few days, I checked the orders and found out that somehow my return request was reset on the app! And now the product is out of return window."
13039214992,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"good quality
Looks just like the picture- value for money"
13017151928,app_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,"Good service with good offfer
Its will be my first experience with myntra and i saved 45 rupees for my next order and got discount as well in mini order as well …"
12953868791,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"The best site
I love Myntra 
I trust the quality and consistency of their products also the customer care service is super amazing. It’s my go to thing always without any doubt"
12945234002,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Purchased,Positive,"Exceptional quality
First pair I order was to big, we ordered an exchange and it came very fast. The product is great and good quality."
12934348833,app_store,5,Other,Unknown,None,None,Unknown,Positive,"Great options and delivery
I always shop on Myntra. Great collection and on time delivery 
Return is also easy."
12933654613,app_store,5,Social Validation,Unknown,None,None,Unknown,Positive,"Easy navigation great site
Good app would def recommend"
12902631157,app_store,5,Social Validation,Unknown,None,None,Unknown,Positive,"Great App and 100% Genuine!
I’ve been using the Myntra app for a while now, and it’s been a fantastic experience. The app is user-friendly, offers a wide variety of brands, and the delivery is always on time. The products are 100% genuine, and the return/refund process is smooth and hassle-free. I highly recommend it for anyone looking for a reliable online shopping platform for fashion and lifestyle products!"
12777749607,app_store,1,Other,Unknown,None,None,Purchased,Negative,"Debited the purchase amount twice
Once when I purchased an item the payment went through and was deducted twice. On reaching out to customer care they redirected me to the bank and on contacting the bank they redirected me to Myntra. On reaching out to Myntra customer service the refund was not processed and I lost 1000INR. Not gonna order anything again."
12730529015,app_store,1,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Negative,"Worst customer service and lots of quality issues
Avoid buying from random sellers, if possible avoid buying from myntra altogether. Myntra doesn’t care about the quality those sellers are providing. Return experience is even worst. Nobody came for return and return was cancelled multiple times by them. Horrible customer care service. Not happy at all."
12624352550,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Nyc site
Nice shopping site with quality products"
12587689966,app_store,1,Price/Timing,Medium,Waiting for discount,Sale notifications,Purchased,Negative,"Dont chose the option for - no return required to get the discount
So this product - Roadster track suit set- the pants part was used by someone MULTIPLE TIMES, as it had bubbles and stain as well. And this was sent to me as a new product . Unfortunately I couldn’t return it. Because I chose that no return option for this purchase. Maybe thats why myntra sent me someone’s returned item. Very clever. And congratulations on losing a long time user of your app."
12587367230,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Awesome fashion online store
Prices are unbelievable with the quality of the products"
12515735362,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Ethnic wear
Beautiful dress and material. My daughter loved it. It came exactly the same color i saw it on the website so truly happy 😀"
12401516392,app_store,5,Other,Unknown,None,None,Unknown,Positive,"Amazing products. Reliable returns
I have been shopping on Myntra for more than 10 years and have had amazing experience. Can rely on reviews and easy returns. Highly recommended."
12298368746,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Quality Clothing with great service
Great customer service and the delivery agent was very helpful responsive and a greatest asset to the company"
12214763937,app_store,5,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Unknown,Positive,"A pleasure
These sandals are super comfortable and easy to put on and off. Style and size were accurate."
12204412225,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Product Quality
Really good product for daily use"
12144248881,app_store,5,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Unknown,Positive,"Nice product, good fit
I was reluctant while ordering this product but it fits perfect and the color is as displayed on the website. Thanks for the on time delivery."
12110701007,app_store,1,Other,Unknown,None,None,Unknown,Negative,"Account disabled for no genuine reason
My account was disabled for no genuine reason. I asked for the reason and they pointed me to terms of use. I questioned which terms were violated and the support team said “we dont have that information “ When asked to transfer to supervisor and escalate issue the supervisor said we dont have access to reasons. So they disable accounts when you want to initiate a refund to prevent loss of revenue which is an accounting scam and fraud. Indian government should take a note and should audit myntra"
12101593362,app_store,2,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Negative,"Lack of price filters and Ads
Lack of price filters and some other critical filters make the shopping tedious. Also in filtered search there are a lot of ads making overall experience poor."
12043246649,app_store,1,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Negative,"Incompetent
I requested to cancel an order which i didn’t want anymore and the customer care executive said to just refuse the order on delivery. But when delivery came, the delivery agent said i could not refuse it since it was already paid for , and asked me to create a return request instead. Now i cannot return the product which i don’t want , at such a high price ."
11987681400,app_store,1,Styling/Occasion,Low,None,None,Purchased,Negative,"Non responsive customer service
I had three orders delivered that were different from what I had ordered. When I used the app options to return them, the delivery person refused to pick them up saying they are different and to contact customer service (even though the option selected for return was that I received a product that didn’t match description.) I have since contacted customer service multiple times and been told that it will get resolved soon, but it hasn’t been so far. It’s now been almost two months. Also, I am a Myntra insider based on the amount of orders I had placed and I still get this kind of service. Now I am considering not buying anything from Myntra again."
11981921489,app_store,5,Quality/Trust,Low,Quality doubts,Verified reviews with photos,Unknown,Positive,"Myntra is good as per returns and quality
Super I never had thought about the quality and returns on Myntra . It’s too good that ur money will never be stuck refund in same day. Customer friendly. Charges are high since they provide quality and service to customer to look into products and return is easy."
11892642298,app_store,1,Other,Unknown,None,None,Purchased,Negative,"Pathetic service
Ordered a black dress. Received blue. Scheduled a return the minute I saw the dress. Pickup agent refused to take it, put my return on hold and canceled it citing I need to take permission and confirmation from customer care. Customer care has no option where I can take confirmation for the said thing. This is how they scam people."
11829373926,app_store,4,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Reliable products and good service
I trust Myntra with my online shopping my purchases are as expected and in case if need to return process is smooth"
11765807053,app_store,5,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Purchased,Positive,"Quality was so good . But I ordered size number 4 but got size number 5 . Shoes are very loose
Good quality"
11651073452,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Budget friendly Myntra
All the products are genuine and I loved the quality"
11623751115,app_store,5,Core Wishlist/Save,Unknown,None,None,Unknown,Positive,"Absolutely awesome App
I just love this app. Hassle free order and returns. It’s so mind relaxing , just by sitting at home I can order whatever my favorite things are."
11623192222,app_store,5,Quality/Trust,Low,Quality doubts,Verified reviews with photos,Unknown,Positive,"The most trusted shopping platform
I am using Myntra from 2015. Myntra never disappoint me soo far, Its the site you can trust for shopping ❤️❤️"
11597928490,app_store,1,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Unknown,Negative,"They raising their level in Fraud
Fair warning - do not buy products from Myntra. New fraud has started where they will send wrong, ugly, completed different product without any bill and tag. In this case you will loose money and since it is wrong product without any tag, you will not be able to return that product also. Myntra’s delivery fraud has gone to another level. Worst worst worst app."
11494796995,app_store,5,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Unknown,Positive,"Lazy shopping
I love Myntra app, it’s so convenient and easy to explore and ordering stuff. The return process is so smooth and fast.
I wish, there should be an option to find reviews based on my measurements."
11456458000,app_store,1,Price/Timing,High,Price too high,Price drop alerts or cheaper alternatives,Unknown,Negative,"Regarding Myntra scam
Im in USA right and this is my first job, and I wanted to buy gift to my parents. So i tell my girlfriend to buy 2 watches from myntra, 1 watch cost me 13,495 (Fossil) and second one 8,458 (Armani exchange). So didn’t get fossil watch i got stone in box, and got second watch. And my girlfriend is trying to contact them many times she is getting late reply, Now they are saying we can’t give you refund. I don’t know what they are thinking im working in USA, im earning 1000 dollars in 1 week its not like that can’t afford another watch. It’s about your service guys very bad experience with Myntra, im really disappointed. DONT BUY ANY EXPENSIVE STUFF FROM MYNTRA IF YOU GET WRONG ITEM THEY DONT REFUND MONEY PLEASE KEEP THIS IN MIND. DONT BUY EXPENSIVE STUFF FOR MYNTRA."
11375433501,app_store,1,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Negative,"Disappointed
I have been using this app for more than 5yr .its delivery is delay, if you may get wrong product and you try for exchange it would take more than a week to solve the issue. 
Also the price is high compared to other apps"
11337852469,app_store,1,Other,Low,None,None,Purchased,Negative,"Worst worst worst customer care service
I meant worst means worst this customer care people don’t care about the customer problems.. I have ordered 4 night suits when I received and open 2 suits are missing and I called customer care they talked so sweet that we will take care of them but after 6 days of continuous approach they finally said that we can’t refund the money I lost my money and I never and ever buy anything from Myntra"
11020770110,app_store,1,Social Validation,Medium,None,None,Unknown,Negative,"Everything is good till you run into a problem. Worst customer support
I have been using mantra for more than 5 years now and I would recommend friends and family to shop on mantra till the time I faced issues and it was not handled in a good way. I was sent the wrong product and when I tried to
return the item Myntra would not accept the return and said they sent the correct product. Another issue I ran into was not able to change the return pick-up location. I don't understand how an online platform can‘t be flexible with little things like a change of address which creates a lot of hassle for the Customers. There might be more underlying issues so I would rather use a different app."
10964277433,app_store,1,Price/Timing,Low,Waiting for discount,Sale notifications,Unknown,Negative,"Very rude customer support
Recently I placed order and literally waited for a week to get my order and then after a week my order was cancelled by seller(happened with 2-3 products) Then that seller listed that same product with double price. When I asked customer care what is this, they gave me very rude replies (like ::: you should see and order if it’s in stock[dude it was in stock, then only I was able to place order] and your money wasn’t debted and it’s debted after ur order is shipped [then why did u initiated refund and told me you will get back your money within 7 working days] and many more)and wasted my time. They don’t and never provide any proper solutions and never take actions on sellers who CHEAT people."
10933414455,app_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,"Lovely choices
Great shopping site. So many varieties to choose from and almost all items have a discount to redeem. Love shopping here! Keep it up team"
10849206069,app_store,1,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Purchased,Negative,"Poor delivery
Actually I live in us ,when I have a visit to India I ordered some products because they have a express delivery , i ordered on 12th January 2024 but still I haven’t received the products ,all fake dates and product quality of some of the orders are not even worthy ,Myntra was good long time ago but not now they are delivering the poor quality products for 2000 
Not even worth"
10695558413,app_store,2,Price/Timing,High,Waiting for discount,Sale notifications,Unknown,Negative,"Poor refund policy
I recently orders tons of products from Myntra and got some bank discount. When I returned one item, they deducted full bank discount I got from all the orders from this single product. I got the bank discount of 70 Rs on this product and they deducted around 300 Rs bank discount instead of just Rs 70 discount related to only this product. I will definitely think before using this website again as they don’t have customer friendly return policy."
10453752740,app_store,1,Social Validation,Unknown,None,None,Unknown,Negative,"Won’t recommend this site to order for stuff … lost about 2500!! 😡
It’s been a month since I tried to order some shrugs , money got deducted and order wasn’t placed . No  positive response through chat . There is no email address where you can address any complaints!! 
Very disappointed with their customer service ."
10337158746,app_store,1,Price/Timing,Unknown,Waiting for discount,Sale notifications,Purchased,Negative,"Myntra blocking my Review on their app
I have been a customer of myntra since 6 years, Saw huge and sad changes recently , I had ordered rakhi from Myntra seller HYPERFOODS , they sent the wrong and cheap ones, so I posted a review for the same but Myntra refused to post the review on their App, and not allowing me to get the refund as well.
Also the apparel quality has declined a lot.
Sadly this will be  the last time I ordered from Myntra."
10294268360,app_store,5,Quality/Trust,Low,Quality doubts,Verified reviews with photos,Unknown,Positive,"Best
Best online shop ever
You never have problem with return,refund and ...
Also all things are original"
10173588382,app_store,1,Price/Timing,Unknown,Waiting for discount,Sale notifications,Purchased,Negative,"Not at all trust delivery.
Two really bad experiences
1 ) without delivering item marked delivered 
2)when we ordered bulk items one of item received different cheap item without any stickering  on it ..Myntra Says our packing sealed no body can hack it .when we ordered bulk we can’t check all one by one items"
9985253943,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"I’m very impressed when I see the products
Products are very good , quality maintenance"
9950101432,app_store,5,Other,Unknown,None,None,Unknown,Positive,"Shopping is easy with myntra
Clothes Shopping experience is very nice . Easy return n exchange delivery is also very fast"
9890550914,app_store,1,Quality/Trust,Low,Quality doubts,Verified reviews with photos,Unknown,Negative,"Really bad customer service
I wish I could rate it less than a star . I'm devastated with apparently their brand Roadster's quality of products and plus it turned out to be such a hassle for me to get a return order for them and believe me I tried everything I COULD . however their lack of support and so called customer care left me no choice but to keep those useless tshirts . Never using myntra again 🙁"
9802565052,app_store,5,Other,Low,None,None,Unknown,Positive,"Worst customer experience
My money is locked up with myntra and worst customer service experience. Never OPT for myntra credit when you return a product. Your credit will get locked up with myntra."
9566689374,app_store,1,Other,Unknown,None,None,Purchased,Negative,"Worst service ever! Do not order! SCAM!!
Couldn’t rate minus star MYNTRA is a BIG SCAM and FRAUD! It delivers USED products. I ordered a pair of shoe and myntra delivered a USED and torn product. When I returned the product, they refused my return saying “Product looks used”, hence we cannot accept your return. On complaining the customer agents, they ignore the concern by saying “this is our process, we cannot do anything, is there anything else we can help with.” Myntra scams customers by taking their money and not returning it."
9468708067,app_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,"Best app for shopping amazing clothes
Its so convenient and payment is easy and quick too.. Such amazing variety if clothes at an affordable price"
9462531419,app_store,5,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Unknown,Positive,"My go to store!
Beautiful designs, easy to shop, sizes that fit well, and timely delivery!! What else can you ask for!!!"
9449955423,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Myntra review
Myntra is a well developed app with good customer service . The quality of the products are quite good with a large variety . Myntra provides easy returns and refunds if the customer does not like the product purchased ."
9428304766,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Love myntra
They have selected good brands and only good quality stuff. You dont have to dig too deep to find a good quality product."
9416663361,app_store,1,Fit/Size,Low,Fit/Size uncertainty,Clearer size guides or AR try-on,Purchased,Negative,"I wish I could give then negative rating Myntra don’t deserve a single star.
Don’t buy from Myntra 😡😡😡 I am staying in usa and I ordered it to my mom who was coming to USA but they sent wrong size as I ordered size medium but they sent Small which is not even wearable for me,  my mom is very old lady she couldn’t understand that and now I can’t return because my Mom already came to me  USA.. I HATE MYNTRA AMD NEVER RECOMMEND ANYONE TO BUY FROM MYNTRA BECAUSE THEY ARE CHEATER WITH BIG PRICE AND PATHETIC SERVICE 😡 WHEN I TRIED TO POST REVIEW ON MYNTRA THEY DIDN’T APPROVE MY HONEST AND GENUINE REVIEW.. Pathetic service and fake Advertisements."
9402383486,app_store,5,Other,Unknown,None,None,Unknown,Positive,"Makes shopping experience easy!
I had to exchange and they did it so easily! Thank you team !"
9394743951,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Simple easy to use great benefits
Customer policies are great, easy exchange returns and better quality products compared to other apps"
9388855365,app_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,"Enjoy shopping at Myntra
One site I am also comfortable shopping is Myntra. Wide variety of choices and good price."
9387203227,app_store,2,Other,Unknown,None,None,Unknown,Negative,"Customer care services are poor.
Difficult to connect with the customer care executive. Call keeps getting dropped. Sometimes the address shows not available for return pickup. If the payment doesn’t go through the app doesn’t even send a notification. Lots of technical glitches. Quite dissatisfied."
9356630117,app_store,4,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Items quality
Quality always good with myntra . But delivery time needs to be still improved"
9329843719,app_store,3,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,"Good choice with average search
Good choice across price range but new items available in stores are not available here. Also search is crappy, can be made better."
9325169812,app_store,5,Other,Unknown,None,None,Unknown,Positive,"Love my ethnics
Love the app Need live chat support though I have an existing order that needs to be changed. Lack of live support is delaying the exchange. Absolutely love the app experience otherwise 🌟"
9222276677,app_store,1,Regret/Abandonment,Low,Out of stock / missed opportunity,Back in stock alerts,Unknown,Negative,"There is difficulty while booking
I never had chance to use the coupon. There is NO connection between coupon and item to validate which coupon works for which item.. so all coupon they given are not validate at some point! Now I faced lot of issue with booking, as the confirmation page says some item is out of stock but doesn’t show which item is out of stock.. this is again a lot of time consuming…!!"
9190739272,app_store,5,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Purchased,Positive,"Suggestion
Underpants ordered should be of comfortable in size I am of 64 years old please take care"
9159505110,app_store,5,Other,Low,None,None,Unknown,Positive,"Easy going
The best part of this app is I got so many discounts and easily can return if don’t like product. More than 7 years I have been using Myntra never made me sad"
9156890289,app_store,5,Quality/Trust,Low,Quality doubts,Verified reviews with photos,Unknown,Positive,"Best Platform for Buying cloths
Very well designed platform Filter and search works great Cloths are original and never had any issues Amazing return and exchange system All good for metro cities"
9151076140,app_store,5,Social Validation,High,None,None,Unknown,Positive,"My fav shopping app
It’s always easy to shop from this app. Been using myntra since 2013 and have no regrets whatsoever!! Would definitely recommend this app if you are okay shopping online."
9141757360,app_store,5,Styling/Occasion,Unknown,None,None,Unknown,Positive,"Great collection and good prices
I am hoping the products match what is advertised. Fast and frictionless checkout!"
9123180161,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Review on Myntra
I enjoy shopping on Myntra because it’s prices are reasonable and the product are as the same shown in the picture and its good quality"
8981914205,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Good app, amazing offers
I just started using the app and it’s very much to my liking, I like the collection, the variety, even the quality is top-notch. And I love the fact that they’re so affordable. My new Go-to"
8805797532,app_store,5,Other,Unknown,None,None,Unknown,Positive,"Best shopping App
Customer service at myntra is amazing.
App is very user friendly. Speedy delivery. Easy exchange and return everything is fantastic"
8582534989,app_store,5,Other,Low,None,None,Unknown,Positive,"Wish list limit
I’m the wish list limit that they have set is really annoying. Every time I try to add something cute they notify me that my wish list is full. I’ve never experienced such inconvenience before"
8399228862,app_store,4,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,"Like the collection
Myntra has great collection and quality, price is little on the higher side but I can manage with quality and service."
8338675413,app_store,5,Other,Unknown,None,None,Unknown,Positive,"Myntra review
I love this app- the user experience is great!! It has picture search option, exciting product search and viewing , great algorithm at showing styles based on users choice! 
I wish myntra starts an international shipping option! Im there are lots of buyers out there who would love this too!"
8316508333,app_store,5,Other,Unknown,None,None,Unknown,Positive,"Love it!
I shop every December from Myntra when I am in India. It’s my one stop shop for clothes, shoes, accessories etc. I love their quick delivery and easy return policy. Thank you  Myntra team!"
8251511164,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"My go to place for dresses online!
Always received good quality products. Completely satisfied!"
8071474755,app_store,5,Social Validation,Unknown,None,None,Unknown,Positive,"Will charge your card and won’t refund
They will charge your card sometimes even before order confirms and when that happens, they are not able to refund and will ask you to work with the bank to get the refund. It’s a frustrating process!! Not customer friendly"
7984778473,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Awesome place to shop
It’s so easy to navigate the app and get anything that you like, all in one place with good quality and trend."
7982007337,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Quality
Quality product 
Value for money"
7898898018,app_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Delayed purchase,Positive,"Request
During sale period wish the prices are stable."
7864800279,app_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,"Excellent
Excellent online shopping experience and good offer and important is the collection and brands they offer"
7805967957,app_store,5,Other,Unknown,None,None,Unknown,Positive,"Great choice
They have excellent stuff at great prices. Return and refund is so simple. I was very weary of trying online shopping but Myntra has given me a lot of faith and made it super easy to shop for a great collection that you wouldn’t usually find in stores"
7617680377,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Purchased,Positive,"Very nice quality and super service
I love to shop on Myntra.. whenever I ordered I always get the product in time with nice quality… Keep rocking Myntra🥰"
7571475019,app_store,1,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Purchased,Negative,"Horrible customer service
I ordered a product looking at the picture shown in the app. They delivered something totally different . When I tried to raise a ticket to return the product they told me the quality of the product was good and that i had to keep it. They refused to take the product back. Now I an stuck with a product I dont even want! And according to their customer support agents its not their fault!

Very unreliable, not at all customer friendly"
7533584388,app_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,"First order discount
This is my first order but I was not able to get 500 discount on my first order 
Pls let me know if I can have cash back"
7397577366,app_store,5,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Unknown,Positive,"Love the variety and option to return if it doesn’t fit!
Myntra has been a boon especially when you are figuring out your size and malls are closed due to the lockdown. The no hassle shipping and returns allows customers to buy-try and keep what fits. They also carry a lot of brands so options are limitless. I love the feature of body type too. Thanks Myntra."
7331769459,app_store,4,Quality/Trust,High,Quality doubts,Verified reviews with photos,Purchased,Positive,"Service
Thank you for letting me trust you .. 
delivery is always on time 
Most products I’ve bought look like the pictures 
Discounts are a bonus ..thank you 
Keep the good services 🤍"
7280020924,app_store,5,Styling/Occasion,Unknown,None,None,Unknown,Positive,"Best app in india
Budget friendly app, where middle class people can style up with fashionable and trendy cloths in a budget friendly options"
7078372827,app_store,5,Other,Unknown,None,None,Unknown,Positive,"Great collections!
Myntra has great collection of products with different brands. Buying and return experience is very easy and door step delivery is hassle free."
6745651075,app_store,4,Other,Unknown,None,None,Unknown,Positive,"Perfect for shopping
But there’s only one thing which I wish that they should provide in future I.e. there are options for exchange and return, there must be an option of, that if we buy a product and doesn’t suits so there Must be an option to take another product if we want instead of exchange and return"
6611818119,app_store,1,Core Wishlist/Save,Unknown,None,None,Wishlist/save,Negative,"Items get automatically deleted from cart
It’s so far the worst shopping app ever. I have literally added 30 items to the cart and few to the wishlist, and they get automatically deleted by the time I checkout. Literally thrice. And the customer support page is not at all informative. I highly recommend your team to work on the shopping cart feature."
6595247112,app_store,2,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Negative,"Poor Delivery boy service & too much high price in every branded bags
I love shopping in Myntra 
Bt..the price is too much high according to any other company & please improve ur delivery service tell ur delivery boy to make a call & even delivery till our door step else it’s been twice they don’t come according to the location & cancel themself thankq"
6558980640,app_store,1,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Purchased,Negative,"Scam scam
So frnds this is something very important about this shopping site myntra. I have ordered this on 10th Oct ND the size was small so i told them to refund. They came for the quality check ND they saw one red spot inside the pocket ND they refused to take the product back. I called them ND told them about the whole thing then also they refused. I told them that I will tell my Frnds ND make sure that no one should buy from your site. That is why I am uploading this. 
Thank you."
6529339052,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Best quality
Always liked the variety and quality of myntra products"
6457072936,app_store,4,Price/Timing,Unknown,Waiting for discount,Sale notifications,Purchased,Positive,"4star
I really enjoyed buying from from Myntra until my recent purchase I ordered zobby earrings and they replaced with some cheap quality earrings which were very bad and broken please take care of this issue if not people will lose trust on you"
6448838891,app_store,2,Styling/Occasion,High,None,None,Purchased,Negative,"It is misleading to say that app is free because it charges a fee when you place an order
Everything else is really good. However, I did not like the newly introduced handling fee! If something is bought online it needs to be returnable aa you cannot physicall see/try like in regular store. You should not penalise customers for “many” returns. I have usually bought clothes and I cannot buy ill fitting clothes!! 
Myntra should also look at the total amount of orders instead of just comparing orders vs returns while deciding which accounts should have this handling fee!
I saw this fee really late during billing, hence went ahead with the purchase but will need to look for other  options due to this “handling fee”!"
6405398534,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Dress materials are misleading, rest all is good.
Their dress materials (salwar suits or saree) are very misleading. They are not the same as they show. Different color, material etc. 
Rest is good. I love their customer service."
6176868236,app_store,1,Purchase Decision,Medium,Hesitation,Social proof or scarcity nudges,Delayed purchase,Negative,"Worst
You give sale , then we order multiple products. At the end you give different product or cancel the order. When you give different product , we do return , for that you give credit. For that credit we end up buying something else what we do not want. If I raise a complaint , you just call and close it. Even if this rating not sure how it’s going to work but I am giving my grievance.

I am your customer for many years. And this pattern continues. You can see the order I placed recently then you know what I am taking about"
6122873095,app_store,1,Other,Low,None,None,Unknown,Negative,"Waste of time
So I wasted 4 hours and surfed and added few items in my bag. At last I decided the filter the item to finalize the order. I clicked on cart bammmm there are no items my cart is empty.
BUT I can see the number of items displayed on cart which makes you no doubt initially.
Btw it happed on iPad mini.
Not willing to waste my time"
5584420474,app_store,1,Quality/Trust,High,Quality doubts,Verified reviews with photos,Purchased,Negative,"Myntra selling fake and counterfeit goods
I bought a pair of Ray-Ban sunglasses and they sent me a fake one, and hen approached for refund or exchange they stated that as per their terms Ray-Ban sunglasses can't be returned. 
I have been a loyal customer of them since 2010 but this incident has changed my view on them. Have heard and seen of myntra fraud but did not believe them until I got scammed."
5309232994,app_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Delayed purchase,Positive,"Satisfied.. but not at the time of sale
Though the items are genuine and return policy is easy but, at the time of sale, the prices are manipulated. They first raise the prices and then announce sale to fool people"
5228927680,app_store,5,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Unknown,Positive,"Shopping experience
The shopping experience with Myntra has always been great. Sofar the quality of products is found satisfying and the delivery is also on time."
4654824011,app_store,4,Other,Unknown,None,None,Unknown,Positive,"Reviews
I wish they had reviews for each item available for us to know how is the product"
4623523994,app_store,1,Quality/Trust,Unknown,Quality doubts,Verified reviews with photos,Delayed purchase,Negative,"Horrible delivery services.
Don’t trust the expected delivery dates that they mention in your order. It all depends on the “mood of the delivery guy” whether he would want to deliver a package or not. Customer service have no clue about the whereabouts of your package. And worst part, if you wish to raise a ticket you need to wait 72 hrs to have it generated. I wonders how many more days would they actually take to resolve it. Horrible experience with Myntra.  FYI, still waiting to hear back if you guys actually decided to even file a ticket.. its been more than 72hrs now. And my package is still missing."
4343361339,app_store,5,Price/Timing,Unknown,Waiting for discount,Sale notifications,Unknown,Positive,"Wow
Amazing variety of everything needed for everyone. Excellent fits designs and more than customer support. Quick deliver and hassle free returns. Quality of material is just fantastic . Price is very competitive than the regular stores.. contemporary designs.. do we need anything more!!"
4319683755,app_store,4,Fit/Size,Unknown,Fit/Size uncertainty,Clearer size guides or AR try-on,Purchased,Positive,"Love the app
Nice prices , prompts size recommendations after first purchase .
Good quality of clothes and large variety to pick from . 
Would be great if there were individual item reviews"
